Fault ID,Fault Type,"Fault Location (Latitude, Longitude)",Voltage (V),Current (A),Power Load (MW),Temperature (°C),Wind Speed (km/h),Weather Condition,Maintenance Status,Component Health,Duration of Fault (hrs),Down time (hrs)
F225,Overheating,"(34.3247, -118.1422)",1862.2386432698154,257.32245410923264,48.132299326115245,19.632598423464707,21.068453540720988,Windstorm,Pending,Overheated,2.9123437975594233,2.4020979766201815
F263,Line Breakage,"(34.5575, -118.2488)",2065.7373946522935,256.2672022666394,51.75212680358729,30.938306588987945,21.191750010536605,Snowy,Scheduled,Normal,2.9836735750536567,6.735536735414105
F443,Transformer Failure,"(34.2046, -118.7839)",1892.380071334285,183.92043612128464,53.19049522368997,28.474203014987342,21.655211430927018,Windstorm,Completed,Overheated,3.3745117842972068,7.849819392655046
F267,Transformer Failure,"(34.764, -118.6415)",1768.5393359266914,206.29981236945827,53.45728874658324,40.246995044826036,22.386748238159818,Thunderstorm,Scheduled,Overheated,4.003077940739439,4.088882774821516
F038,Line Breakage,"(34.6999, -118.7188)",2239.4281006829524,202.14641982611016,49.65541457320518,34.2799157834139,18.078905662702848,Windstorm,Pending,Overheated,3.5270281218205253,2.422942604569009
F090,Overheating,"(34.2764, -118.217)",2077.776664821524,239.98039429044434,49.379269963379684,36.87222690012673,13.233678045563055,Thunderstorm,Completed,Faulty,2.7505197390199254,3.6919926350800654
F355,Transformer Failure,"(34.1845, -118.2375)",2011.6570840948784,201.81784149015715,50.24796753392972,32.023632755033326,26.813942632447475,Snowy,Completed,Faulty,3.0637055705435063,4.621402239177333
F142,Transformer Failure,"(34.8447, -118.1434)",2238.6286469648694,243.96769080028108,48.37932977167228,32.027569309621754,37.038214314595756,Snowy,Completed,Faulty,3.7472318592026377,1.8203258605016486
F060,Transformer Failure,"(34.0761, -118.5825)",2250.321141545144,225.70760242137837,46.71963181260717,28.080992184189697,16.095698140954898,Clear,Scheduled,Overheated,3.816417148920521,6.061662288646268
F457,Transformer Failure,"(34.5186, -118.4941)",2312.4086568956277,221.0358593167634,51.885720869725475,27.181908449182338,19.3594491224966,Thunderstorm,Scheduled,Normal,4.260390953212362,3.633649505313256
F065,Overheating,"(34.643, -118.1102)",2081.4529376835812,211.91946939542962,54.08362900459439,31.78399325682069,13.937305042959135,Thunderstorm,Completed,Normal,5.282657939834522,4.592632794676003
F416,Line Breakage,"(34.0256, -118.0099)",2224.518964046078,198.62053868016972,48.150324033669406,17.813319723352343,19.554212989814076,Windstorm,Pending,Overheated,2.7965293685525574,2.4628473985063644
F249,Overheating,"(34.7105, -118.825)",1946.0228330509453,212.79919130446672,49.29123319189685,25.487461233300866,16.67637444873157,Clear,Pending,Faulty,1.7978760085105079,4.481034784647798
F342,Overheating,"(34.3879, -118.3666)",1851.517359726447,236.4938422856119,58.64131197706295,23.353723550908427,20.853381382819276,Windstorm,Pending,Overheated,5.260235195296926,5.732102770097682
F325,Transformer Failure,"(34.223, -118.3624)",2172.0784511812926,233.33942510386672,56.86046232618051,33.30054377397283,21.990000038715543,Rainy,Pending,Overheated,3.942353085118671,3.1230755169620537
F112,Line Breakage,"(34.5485, -118.7316)",1898.9211837816047,190.61576743054437,48.45497995869602,31.02277234539284,12.388640035601359,Clear,Pending,Faulty,4.128139316393124,3.5204645158758194
F322,Overheating,"(34.7111, -118.7691)",1968.1710137127063,198.46627994174875,53.95474513686783,25.06558187459109,25.07623986560244,Rainy,Pending,Overheated,2.747655442517469,4.167251753350158
F474,Overheating,"(34.7813, -118.1947)",2074.238207757601,201.68052688605428,50.521332883575674,37.539532681252346,30.84605868591457,Snowy,Pending,Faulty,3.5361745384960277,4.098178215709034
F391,Transformer Failure,"(34.8932, -118.0307)",2176.418862316399,245.79319496735653,45.79803027078924,26.847703321103413,21.938753602553064,Windstorm,Pending,Normal,4.52217176838722,1.6020888361298504
F039,Transformer Failure,"(34.7443, -118.4384)",1954.5760639377374,185.6150537621867,48.2913030130231,40.7145166065714,15.22646658075308,Thunderstorm,Scheduled,Normal,5.872568358061185,8.061767715053495
F404,Transformer Failure,"(34.1436, -118.27)",1790.983377505674,247.62488878350004,51.46667225919901,42.040197154089654,12.834155574283548,Snowy,Pending,Faulty,4.1575400391338615,6.994242141424467
F128,Transformer Failure,"(34.4455, -118.5557)",2049.4885841493665,237.5577290031542,52.142832467374305,19.361763418771943,15.801240626463048,Thunderstorm,Completed,Faulty,4.968598964600821,4.592003052554896
F002,Line Breakage,"(34.0484, -118.8491)",2032.0772566631522,206.43930301133855,48.94074243171787,24.03808157480472,18.418241212463705,Rainy,Completed,Faulty,1.640650499454805,6.022673030832768
F123,Transformer Failure,"(34.4163, -118.987)",1850.6220076349716,225.67139667191165,44.53629947784245,36.05527308922363,30.624491111776614,Rainy,Pending,Faulty,4.645909398583068,3.1522357309560705
F025,Transformer Failure,"(34.8077, -118.8941)",2176.760884783886,241.35919862231782,46.24307120451574,29.894882171264594,16.061437771798403,Thunderstorm,Completed,Faulty,4.409773433410951,3.22980024614541
F347,Line Breakage,"(34.397, -118.57)",2042.7088376010947,216.38394831111637,52.294008253754015,29.661241899481706,26.89637177721116,Rainy,Completed,Overheated,4.827024131558176,5.020171977681222
F106,Overheating,"(34.9227, -118.7046)",2444.5592992925954,241.26806577307042,52.09785086793205,27.128752108537768,26.941009376725106,Snowy,Scheduled,Overheated,3.2701736617536863,3.4238439305334087
F429,Transformer Failure,"(34.3972, -118.8477)",2109.228502531399,209.1807532613046,52.774227861747235,27.434964472546305,20.56791146717051,Rainy,Scheduled,Faulty,1.2848847701642319,3.128961370968339
F234,Line Breakage,"(34.9418, -118.2507)",2277.375292644324,241.1396899832514,45.8927591894405,41.7494460299444,8.677277431890575,Rainy,Completed,Normal,3.867439027075682,4.953867488623367
F070,Transformer Failure,"(34.7105, -118.5379)",1912.0165289671554,227.87258357295698,55.59486144504918,18.932990217987093,20.54951765994274,Thunderstorm,Pending,Overheated,2.7324934951626823,3.442073017912351
F258,Transformer Failure,"(34.4263, -118.5649)",2027.3969146468908,221.39203103491815,54.71062405886483,31.34596191486802,15.067251241629798,Windstorm,Pending,Overheated,4.309425582275232,5.266189148623058
F237,Transformer Failure,"(34.7704, -118.6635)",2256.0123689618995,217.48438734136175,56.45138780182448,16.501354784890026,20.649482023017985,Rainy,Scheduled,Normal,3.8852574267067856,5.271628427801329
F467,Transformer Failure,"(34.7529, -118.2302)",2181.8982232711287,246.45450830487093,52.42966590399857,28.94510799517757,34.90935830521208,Snowy,Scheduled,Faulty,4.7421271825068345,1.6055876878867927
F344,Line Breakage,"(34.7901, -118.9651)",2037.3509924202185,212.08279017702284,50.623412752275904,29.966225805910803,19.47387135255375,Thunderstorm,Scheduled,Normal,2.8022943157882647,6.284341738526026
F290,Overheating,"(34.8932, -118.0307)",2035.1704009102639,182.98129802301892,54.89467242278051,35.83909746498255,14.591646768522786,Clear,Pending,Overheated,3.11928875896006,1.7985715959630917
F012,Transformer Failure,"(34.2795, -118.1374)",2225.2724994316827,212.1809866463635,47.50494689130035,29.986560107738335,21.42026759890179,Thunderstorm,Completed,Faulty,2.830450653388412,2.2153324590964205
F457,Overheating,"(34.5953, -118.5236)",2193.675168094211,209.8130555936525,52.70938684215251,26.422225729369035,17.258845202606235,Windstorm,Completed,Overheated,2.3107704432842544,2.709810058732513
F224,Transformer Failure,"(34.5619, -118.2163)",1913.7612583763043,234.5937715476606,48.11570161780936,29.60160607473635,19.74987716105283,Rainy,Scheduled,Overheated,4.720040047843124,0.9241616677489244
F380,Overheating,"(34.1945, -118.4307)",1867.8895448364196,181.76564428371486,48.38036181199243,32.687267518370675,20.270431574521247,Rainy,Completed,Normal,3.6553652288847442,6.918708552116911
F081,Line Breakage,"(34.8307, -118.3005)",2022.7307516199069,191.59556745784843,48.29948646359657,24.292546693528593,16.146350928126292,Snowy,Completed,Normal,4.569395473698173,3.8437995627257266
F486,Transformer Failure,"(34.764, -118.6415)",2412.144494148184,215.37772510397758,52.09282610296481,26.967772941687453,10.315076234367206,Rainy,Scheduled,Overheated,3.823222087427518,2.024509245277806
F033,Transformer Failure,"(34.7901, -118.9651)",2051.8554462190286,248.3818318353044,51.11968191263016,31.329643455534757,22.18010812796306,Clear,Scheduled,Normal,5.656536995620378,3.5704462445195357
F061,Overheating,"(34.1083, -118.4112)",1997.1567212134746,172.95171376285614,51.318219829614705,34.34640562785536,27.01929257290709,Clear,Completed,Overheated,3.3562377149473646,4.570354766289019
F383,Overheating,"(34.5583, -118.3819)",2227.2705854650694,191.10845201428498,54.13924237608901,37.91578716733227,13.442456318715735,Windstorm,Completed,Overheated,4.969787849601922,5.497580090542295
F182,Line Breakage,"(34.8426, -118.8105)",2167.6808567814287,258.61528058595195,51.81386257554907,19.581296289239056,19.388280420992853,Clear,Pending,Faulty,5.315370701460029,5.047253846121265
F130,Overheating,"(34.4977, -118.0222)",1808.4659782784638,211.4888018292052,54.87900352451909,43.19949900513599,18.73703777528239,Windstorm,Completed,Overheated,5.613744535482169,6.605556170059073
F168,Line Breakage,"(34.4523, -118.0953)",1979.7964869983368,245.5881652262353,50.51938776433268,29.871512454652486,18.99266615382439,Clear,Pending,Normal,4.95306648223813,3.0949019125237145
F404,Transformer Failure,"(34.4989, -118.2757)",1864.031622101624,211.72834065088375,45.35205450993409,35.508875061884225,17.93274567679647,Windstorm,Pending,Faulty,4.0682150787373175,3.27374104193907
F248,Line Breakage,"(34.9158, -118.9076)",2209.076474265441,257.50415565149854,47.407895361516005,23.428235079004786,16.876815341138986,Clear,Pending,Overheated,5.397252540213572,0.28807867241746843
F037,Line Breakage,"(34.7565, -118.8695)",2016.923515134062,253.15726810447828,50.02028869126369,26.311527513423957,21.25792879367469,Thunderstorm,Completed,Normal,5.736166119188322,4.174472682433072
F061,Line Breakage,"(34.2322, -118.8526)",2190.996371933668,196.93317315262013,50.510411980173046,29.730084138478865,16.618361043207692,Thunderstorm,Scheduled,Normal,5.710838692445079,4.5564649669067325
F497,Overheating,"(34.8432, -118.2489)",1976.2129414941548,224.65677562167684,50.180033721954786,28.415018069235035,20.355648389663283,Thunderstorm,Pending,Overheated,3.1762734032803985,7.3549410390803995
F249,Line Breakage,"(34.8511, -118.4263)",1867.6905057736985,235.23646198668052,45.548711431108416,29.795326955498446,31.846720671157758,Clear,Pending,Overheated,2.6643995438528423,0.8349701752452798
F365,Overheating,"(34.7988, -118.5527)",1918.5934926023156,204.03841763583713,52.63953963466731,43.19976699793941,29.435278252961773,Thunderstorm,Scheduled,Normal,6.3229604572332345,8.221584535516477
F259,Overheating,"(34.9429, -118.1146)",1979.7745964918604,260.1830266695716,46.83440519627013,26.87741784150793,25.68719811923222,Rainy,Pending,Overheated,2.977768356892711,4.985279589326396
F170,Line Breakage,"(34.1436, -118.27)",2220.814176172388,190.3517188455638,50.23547377007185,26.501717160750772,21.51268134441318,Rainy,Completed,Normal,5.52069392336939,3.369664357005721
F364,Overheating,"(34.1926, -118.2735)",2233.4407390602228,213.5468704092817,48.32004905902578,25.17133232513656,18.747785684998068,Thunderstorm,Pending,Overheated,3.9497662458608964,4.307146706368348
F294,Overheating,"(34.3438, -118.6602)",2210.868310482781,251.14048751031868,49.83655012020795,26.985581305466255,22.35466361687627,Snowy,Scheduled,Normal,5.255559339493303,4.20093981751085
F346,Overheating,"(34.175, -118.2959)",2126.851132794577,256.33374085505915,51.45647313646505,31.595453851537997,26.20785128611908,Snowy,Scheduled,Faulty,3.059238086895305,2.4777844230097026
F027,Overheating,"(34.7578, -118.9933)",2163.8954685509516,188.43056906046772,44.452950312325804,33.4151339183735,29.679323629114478,Thunderstorm,Scheduled,Faulty,5.659735268527012,0.445083885957827
F493,Transformer Failure,"(34.667, -118.5485)",1884.703128604875,231.80450162743264,50.850174728482635,37.19658682540806,27.457959215008025,Rainy,Pending,Overheated,4.03098421084231,3.281080606414954
F303,Line Breakage,"(34.7007, -118.8961)",1938.046180232871,201.45246540491152,47.98077956858636,25.99464474306788,17.130458593692694,Windstorm,Pending,Overheated,5.310033128583301,3.5949994418207702
F331,Overheating,"(34.4413, -118.8643)",2016.4687063971696,204.13935362891135,48.66349523483606,24.45000523332359,27.2463450595489,Snowy,Scheduled,Overheated,2.9036190126879085,3.8850106208225865
F106,Line Breakage,"(34.3411, -118.6266)",2057.49730238905,218.59070924299942,53.569598912550056,28.9336625572931,16.321854600520087,Windstorm,Scheduled,Overheated,3.437254046254945,5.797314288330792
F164,Transformer Failure,"(34.1288, -118.2197)",2074.337776802959,221.73509236360533,46.145015256366044,17.90299603752942,12.76584816396349,Rainy,Scheduled,Normal,4.50147479700677,2.536860168618736
F127,Line Breakage,"(34.9047, -118.9116)",2190.1491572671544,208.84333874269578,47.48143603401194,32.58545474681457,20.015518922920503,Rainy,Completed,Faulty,3.606090932019342,4.629291368451716
F271,Overheating,"(34.8077, -118.8941)",1860.975822102073,190.29122529787062,45.10514795810603,30.799235066217484,18.203943972818657,Rainy,Completed,Normal,3.675914123444006,4.222159206270161
F049,Transformer Failure,"(34.3536, -118.9874)",2006.594707343339,221.4779479795064,50.35611907587215,27.985392918616398,23.74937461203217,Clear,Pending,Faulty,1.3512394262267473,4.359587300827749
F504,Overheating,"(34.2133, -118.1184)",1912.687334874492,229.13690713564827,50.79623250531919,33.07598318362363,23.495714290902175,Snowy,Scheduled,Normal,4.0260637930582135,4.820088007334878
F050,Transformer Failure,"(34.8581, -118.3377)",2197.06825032812,208.94370856894585,49.65769466559923,27.61527754405302,10.658831530665992,Rainy,Scheduled,Overheated,4.914205611655921,2.969931534084129
F316,Transformer Failure,"(34.3662, -118.1784)",1819.002805198862,205.30006123387778,51.545768589540714,22.362287301643924,31.660996809221352,Clear,Completed,Normal,3.410901097475902,3.8970640497446336
F045,Transformer Failure,"(34.4363, -118.5547)",2225.947966648048,197.92752491190907,49.86018845570282,28.06449498689036,29.937627176560987,Clear,Pending,Overheated,3.5679936053292907,3.989520645912725
F009,Line Breakage,"(34.9047, -118.9116)",1949.4483649205597,226.76776081988015,50.56115956035681,26.68663918285858,8.370651955105364,Snowy,Scheduled,Normal,3.0156837251049424,-1.0034283128991115
F411,Overheating,"(34.2405, -118.9492)",2198.5747954371204,231.46088286999893,51.690429320940474,34.56560429765439,17.175546590990166,Clear,Scheduled,Faulty,2.2501235143686964,6.043935055111264
F464,Overheating,"(34.5953, -118.5236)",1791.9166778179829,179.5235110390848,44.62427236819974,31.702738145738213,21.024566872060074,Clear,Scheduled,Overheated,4.874428184226819,5.142885239055693
F506,Transformer Failure,"(34.2483, -118.3388)",1835.3086081257568,215.8107280202129,48.57241008916524,37.148134376949635,30.8669632305523,Windstorm,Pending,Normal,4.374177949774463,3.747745799865789
F344,Line Breakage,"(34.8046, -118.4138)",2032.048837506767,205.8134063064997,52.179393735552885,28.016428956298064,22.11482953302631,Rainy,Completed,Normal,2.6712169772671723,4.535154844154851
F006,Overheating,"(34.5583, -118.3819)",2149.875886125399,204.43669392539013,50.53303489964447,30.671939366132683,25.74095727608698,Rainy,Completed,Overheated,3.4365731154308117,3.622312486601354
F025,Line Breakage,"(34.3207, -118.5398)",1942.268014412534,218.5814494325336,46.72115110595198,25.433337358089098,16.5972874308031,Snowy,Scheduled,Faulty,2.7002971199545884,3.923882521054631
F185,Transformer Failure,"(34.6722, -118.2053)",2234.9952600360366,244.1423901455663,50.01690521899947,31.899373917295442,14.010601852474188,Thunderstorm,Pending,Faulty,2.76114426147452,3.6283718786836747
F234,Transformer Failure,"(34.9816, -118.0978)",1962.2979998893873,251.5589615804346,51.89436422202868,23.685893795989568,26.864729063734792,Rainy,Pending,Faulty,3.5383726411962364,3.0344429994051283
F034,Line Breakage,"(34.0382, -118.3567)",2161.8456579002923,244.8329912749998,52.11166016767892,33.79924410001278,16.980325755035143,Snowy,Pending,Overheated,3.7627610496074166,4.121365291952305
F070,Line Breakage,"(34.5583, -118.3819)",1902.4538869146609,216.88535278771573,48.953121371229535,30.614917312189284,17.86349580179859,Windstorm,Scheduled,Faulty,3.9048996300419927,2.310854013087211
